Código Ámbito,Ámbito,Código área,Área,Código Elemento,Elemento,Código Producto,Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"FS,""Datos de Seguridad Alimentaria"",""95"",""Honduras"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20182020"",""2018-2020"",""%"",""13.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""95"",""Honduras"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20192021"",""2019-2021"",""%"",""15.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20002002"",""2000-2002"",""%"",""21"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20012003"",""2001-2003"",""%"",""22.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20022004"",""2002-2004"",""%"",""22.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20032005"",""2003-2005"",""%"",""22.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20042006"",""2004-2006"",""%"",""22.4"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20052007"",""2005-2007"",""%"",""22.8"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20062008"",""2006-2008"",""%"",""22.1"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20072009"",""2007-2009"",""%"",""21.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20082010"",""2008-2010"",""%"",""16"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20092011"",""2009-2011"",""%"",""12.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20102012"",""2010-2012"",""%"",""8.4"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20112013"",""2011-2013"",""%"",""8.8"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20122014"",""2012-2014"",""%"",""8.8"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20132015"",""2013-2015"",""%"",""8.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20142016"",""2014-2016"",""%"",""9"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20152017"",""2015-2017"",""%"",""9.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20162018"",""2016-2018"",""%"",""10.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20172019"",""2017-2019"",""%"",""11.6"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20182020"",""2018-2020"",""%"",""13.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""58"",""Ecuador"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20192021"",""2019-2021"",""%"",""15.4"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20002002"",""2000-2002"",""%"",""8.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20012003"",""2001-2003"",""%"",""9.1"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20022004"",""2002-2004"",""%"",""9.8"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20032005"",""2003-2005"",""%"",""10.6"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20042006"",""2004-2006"",""%"",""11.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20052007"",""2005-2007"",""%"",""11.4"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20062008"",""2006-2008"",""%"",""11"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20072009"",""2007-2009"",""%"",""11.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20082010"",""2008-2010"",""%"",""12.1"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20092011"",""2009-2011"",""%"",""12.9"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20102012"",""2010-2012"",""%"",""12.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20112013"",""2011-2013"",""%"",""10.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20122014"",""2012-2014"",""%"",""8.9"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20132015"",""2013-2015"",""%"",""7.5"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20142016"",""2014-2016"",""%"",""6.5"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20152017"",""2015-2017"",""%"",""6"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20162018"",""2016-2018"",""%"",""5.9"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20172019"",""2017-2019"",""%"",""6.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20182020"",""2018-2020"",""%"",""7.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""44"",""Colombia"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20192021"",""2019-2021"",""%"",""8.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"""Panamá"",""2000-2002"",""24.5""",,,,,,,,,,,,,,
"""Panamá"",""2001-2003"",""20.5""",,,,,,,,,,,,,,
"""Panamá"",""2002-2004"",""21""",,,,,,,,,,,,,,
"""Panamá"",""2003-2005"",,""21.3""",,,,,,,,,,,,,,
"""Panamá"",""2004-2006"",""21.6""",,,,,,,,,,,,,,
"""Panamá"",""2005-2007"",""18.5""",,,,,,,,,,,,,,
"""Panamá"",""2006-2008"",""16.2""",,,,,,,,,,,,,,
"""Panamá"",""2007-2009"",""14.1""",,,,,,,,,,,,,,
"""Panamá"",""2008-2010"",""12.4""",,,,,,,,,,,,,,
"""Panamá"",""2009-2011"",""10.9""",,,,,,,,,,,,,,
"""Panamá"",""2010-2012"",""9.1""",,,,,,,,,,,,,,
"""Panamá"",""2011-2013"",""8.4""",,,,,,,,,,,,,,
"""Panamá"",""2012-2014"",""8.2""",,,,,,,,,,,,,,
"""Panamá"",""2013-2015"",""8.3""",,,,,,,,,,,,,,
"""Panamá"",""2014-2016"",""8.1""",,,,,,,,,,,,,,
"""Panamá"",""2015-2017"",""7.8""",,,,,,,,,,,,,,
"""Panamá"",""2016-2018"",""6.7""",,,,,,,,,,,,,,
"""Panamá"",""2017-2019"",""6"",""E""",,,,,,,,,,,,,,
"""Panamá"",""2018-2020"",""5.4""",,,,,,,,,,,,,,
"""Panamá"",""2019-2021"",""5.8""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20002002"",""2000-2002"",""%"",""27.5"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20012003"",""2001-2003"",""%"",""25.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20022004"",""2002-2004"",""%"",""25"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20032005"",""2003-2005"",""%"",""24"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20042006"",""2004-2006"",""%"",""23.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20052007"",""2005-2007"",""%"",""22.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20062008"",""2006-2008"",""%"",""21.6"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20072009"",""2007-2009"",""%"",""21.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20082010"",""2008-2010"",""%"",""20.8"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20092011"",""2009-2011"",""%"",""20"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20102012"",""2010-2012"",""%"",""19.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20112013"",""2011-2013"",""%"",""19"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20122014"",""2012-2014"",""%"",""19.3"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20132015"",""2013-2015"",""%"",""19.7"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20142016"",""2014-2016"",""%"",""19"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20152017"",""2015-2017"",""%"",""18"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20162018"",""2016-2018"",""%"",""17.2"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20172019"",""2017-2019"",""%"",""17.4"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20182020"",""2018-2020"",""%"",""17.5"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
"FS,""Datos de Seguridad Alimentaria"",""157"",""Nicaragua"",""6121"",""Valor"",""210041"",""Prevalencia de la subalimentación (%) (promedio de 3 años)"",""20192021"",""2019-2021"",""%"",""18.6"",""E"",""Valor estimado"",""""",,,,,,,,,,,,,,
